<tag>  vz7.189.x     vz7.190.x     SUBJECT
match  cc252b5f35ad  43db2aefa77b  ms/mm: add filemap_fdatawait_range_keep_errors()
match  098bdd541b51  9c02947cfbec  ms/jbd2: introduce jbd2_inode dirty range scoping
match  806767ee3912  d5e767c7c790  ms/ext4: use jbd2_inode dirty range scoping
match  e58d7f4643bf  d6f2bca371ea  ms/cfq-iosched: don't call wbt_disable_default() with IRQs disabled
match  5baac5ccebb8  1bc1974a8802  ms/block: fix leak of q->rq_wb
match  5f8f7c2016f8  b6b138230b13  ms/block: Fix list corruption of blk stats callback list
match  cf0e0c939fc3  01e7d0c97168  ms/ext4: use __GFP_NOFAIL in ext4_free_blocks()
match  a6cf479aa044  8cdafd9f87da  ms/ext4: handle the rest of ext4_mb_load_buddy() ENOMEM errors
match  84702aab75fa  eabcc9939021  nbd: handle ERESTARTSYS properly
match  4fccaa7dfdbb  f5811e4c0299  nbd: put socket in error cases
match  e6b35609dae9  fc42ec6dbdc9  nbd: set rq->errors to actual error code
match  0e8ecc1bf7b4  11a8a738d349  nbd: set queue timeout properly
match  703042433286  52fc60a0b0c5  nbd: replace kill_bdev() with __invalidate_device()
match  ba5dbd2cffe6  359d12cfef5c  nbd: handle single path failures gracefully
match  a6f72c27265b  63570e04a8e3  nbd: separate out the config information
match  03acf01d513a  22045631050d  nbd: don't leak nbd_config
match  568529e639ba  e3b85c42045a  nbd: take tx_lock before disconnecting
match  cf1ef9a09f00  95c9b065265a  nbd: ignore non-nbd ioctl's
match  adad7018bcca  503b45e415ab  block/ndb: add WQ_UNBOUND to the knbd-recv workqueue
match  9d81aebf5f81  6ed1d09ce201  sctp: suppress warnings on high order memory allocation on sctp chunk creation
match  d005596c5c50  b6f5d1001167  rdma/i40iw: use proper GFP flag for hiding high-order-allocation warning
match  4903d50b6c04  a62075a22420  ms/treewide: Add __GFP_NOWARN to k.alloc calls with v.alloc fallbacks
match  5d7149993ccc  b9657d18d23d  ms/nbd: fix how we set bd_invalidated
match  a9de080e064b  0d990415c85b  ve/kmod: allow "nft_compat" module autoload from inside a Container
match  bb8c74e2cb93  329939f46d13  sctp: suppress warnings on high order memory allocation on packet transmit
match  7061b14d49d9  8fa3fdefc63f  ms/nbd: stop using the bdev everywhere
match  5cdca92dde8f  43cd7d7f625a  ms/nbd: add device refcounting
match  423ef7e611bf  a23ab841af2c  ms/nbd: fix use after free on module unload
match  c4c882f769a0  25a8d5e481e2  ms/nbd: don't set the device size until we're connected
match  d6f25daf00cc  cd68f6e218d5  ms/nbd: fix nbd device deletion
match  91eb4de51d84  01213600ed9f  ms/nbd: update size when connected
match  eee4fecdf759  4abbd22a1388  ms/nbd: use bd_set_size when updating disk size
match  9fc9326f5879  e4536c6b57c9  nbd: invalidate bdev after size update
match  624eed2f86cd  7dbab4c87fcd  fuse: don't perform getattr on each write
match  6e3e40be010c  02cee0a385f3  configs.minimal: enable CPU_IDLE_GOV_HALTPOLL/HALTPOLL_CPUIDLE
match  a5c32ba1348d  6b95823c3db6  nbd: move nbd_size_update() of of the loop.
match  5255d8c5c103  6aaea8330ace  nbd: move setting the bd_invalidated out of the loop
match  0555c11e7dc0  c0f4394dda2f  ms/nbd: only clear the queue on device teardown
match  11ed51379b2d  295e77fd52e8  ms/nbd: quiesce request queues to make sure no submissions are inflight
match  f89d1cb2ab03  55ab6d7c6545  fs/fuse kio: share bandwith/IOPS for prometheus stats
match  696aebec1992  513dd03401b9  rh/dcache: work around buggy iso images
match  c0a37093d428  601be0a82b25  ve/kmod: enable autoload for iptables security tables from inside CT
match  46e1554f909d  40ddf7e7c836  ve/kmod: enable autoload for nf_tables_inet module from inside a CT
match  58e94df9dd31  bfce7008e936  config.OpenVZ.[debug.]minimal: update up to 3.10.0-1062.4.2.el7
match  8c7a0c87d630  fe9e62640233  ve/kmod: make all nf_* and nft_* autoloadable upon request from a CT
match  aa347e702874  24c9f65eb446  mm/ksm: Don't WARN if page is still mapped in remove_stable_node()
match  234a7b5ccac8  2df17a600f2f  ms/netfilter: nft_compat: fix crash when related match/target module is removed
match  f3abd314ca1e  db4d3c68ad8c  net: export "net.netfilter.nf_conntrack_helper" sysctl for Container
match  e8152ebca3d3  59f44038eb62  ms/netfilter: x_tables: set module owner for icmp(6) matches
match  a40c72fdecc0  cb43459df5bb  ms/SUNRPC: The TCP back channel mustn't disappear while requests are outstanding
match  4624b71b9dd5  c9832fbc2a4b  kvm/x86: extend info on emualation failure
match  396be28eedc0  19d211c74f9b  mm: fix hanging shrinker management on long do_shrink_slab
match  4af953dea2df  2a086cdd6d15  fuse: don't declare FUSE FIEMAP support for any FUSE fs
match  fc6c78d85a1b  8fe47d83cf6a  ploop: Reread bat offsets and length before merge
match  be76609b3e65  442b68feb212  ms/ext4: kill ext4_kvfree()
match  2ef9860f00d9  94e30d396886  ext4: replace ext4_kvmalloc() with kvmalloc()
match  ad6759652e00  8451fd3230e3  ext4: kill ext4_kv[mz]alloc()
match  0e40ac7680de  3481b16c3793  ms/ext4: remove extent status procfs files if journal load fails
match  8176c1f492ec  d56a5ead8f70  ms/net: Allow to show socket-specific information in /proc/[pid]/fdinfo/[fd]
match  a5ac5b9ef1fd  9bd742987675  ms/unix: Show number of pending scm files of receive queue in fdinfo
match  3800c9422430  2d5db94ad4dc  ploop: Do not try to update index after REQ_DISCARD in raw format
match  ac92c0915c05  e38a371aefa1  ms/ixgbe: fix possible deadlock in ixgbe_service_task()
match  030299ec903b  8dd2546d8aa9  ixgbe: don't check firmware errors
match  c8f9789b539d  0068f200af93  memcg: access beyond end of shrinker_map
match  ccc453c26646  ea2d197fd502  ploop: Fix huge grow of empty image
match  066a770bae11  f6e82b2298e6  ve/proc: Added separate start time field to task_struct to show in container
match  900ad050618a  eac66a6bd35f  ms/quota: Do not dirty bad dquots
match  de5b1bd3abc2  4eeecb537f28  ms/quota: Move locking into clear_dquot_dirty()
match  4454119abe73  daa41a4ffb0c  ms/quota: fix potential infinite loop
match  2459b4668cfc  7e17f8b09321  mm: fix out-of-bounds memory accesses in process_vm_readv()
match  ece161222927  07281f0ab590  ploop: Disable holes on io_direct raw images
match  bde30068758a  e3572a88cca1  ploop: Teach dio_sync_io() work with many pages
match  2414a738b71a  c9731df4e8d8  ploop: Teach kaio_sync_io() work with many pages
match  922562533038  31ee6fdb8d5a  ploop: Introduce .sync_read_many method
match  156b65af1c39  41cb36142a28  ploop: Read 10 BAT clusters on holes_bitmap population
match  82b29bafeeee  dbe32b424567  fuse: Add more debug info into fuse_direct_IO_bvec()
match  ba5c42b587a4  189dd3f0366e  ploop: Add debug check on truncation to kaio_fsync_thread
match  7075fb364597  9fcb1eb71c0f  ploop: Sanity check that raw delta is not zero-length
match  60fec635af54  bad887511324  ploop: Flush data bios on merge before index update
match  bc9ad938a518  887de2ae3df2  ploop: Move duplicated code to a helper
match  1ef4acb9a7c3  04f6ad89654e  ploop: kaio: Close race between truncate thread and grow
match  c31f7d848170  6563ae21713b  mm/memcontrol.c: lost css_put in memcg_expand_shrinker_maps()
match  fdca438f6c1d  badcf2032951  lost css_put in hwpoison_filter_task()
match  19e921ab91d5  5046b85b0c7e  ms/netfilter: nft_rbtree: introduce nft_rbtree_interval_end() helper
match  385294c0dca5  ec6473f3e052  ms/netfilter: nft_rbtree: ignore inactive matching element with no descendants
match  6f055d818b81  fa0ec35c220b  ms/netfilter: nf_tables: fix register ordering
match  9387af122ee9  976163e7e640  ms/mm: Allocate shrinker_map on appropriate NUMA node
match  92da02769414  372c94529ccd  fs/fuse kio: missing ireq's completion_data initialization
match  915b600d7001  eb1fec96c57b  ploop: Delay reusing cluster on discard till previous index flushed
match  28dd0dc1542c  7034f7b65f78  ploop: Move duplicated initialization into helper
match  402fc625ee15  689661baf1a0  ploop: Add congest argument in ploop_alloc_request()
match  1f56d84b434f  03c8a4256077  ploop: Use ploop_alloc_request() in ploop_bio_queue()
match  aac99fd06508  733485c86f16  ms/mm: introduce vm_ops->map_pages()
match  a51c44a8ed45  ffb19dad735b  ms/mm: implement ->map_pages for page cache
match  851e21a88f38  bf8de9176225  ms/mm: cleanup size checks in filemap_fault() and filemap_map_pages()
match  e09c6e3f8df7  a21d633bb904  ms/mm: add debugfs tunable for fault_around_order
match  1b749601a624  0a575b133481  mm/filemap: add pfcache support to filemap_map_pages
match  a9e9cdd54614  7cfc6e436343  pfcache: do not drop pfcache checksum during mmap(SHARED) of ro-files
match  d35f790fb87a  dda745eb038d  configs: provide kernel config via proc
match  ee96c4c176fd  449915e7e2b3  ve/procfs: make /proc/config.gz visible inside Containers
match  a01733ed497d  3f9a5feb9289  openvswitch: allow to create ovs bridges inside Containers
match  62047d91d7fc  2fa37ce46bed  net: export "net/*/neigh/*/*" sysctls for Container
match  1357bc7d2410  46c83ec5ae57  ve/bridge: handle netlink messages AF_BRIDGE / RTM_[GSD]ETLINK sent from inside a Container
match  1b5febcb7bdb  5e727506a637  ve/proc/block: show /proc/diskstats inside a Container
match  1a17684d3348  63eec0a37fc1  ve/net/bridge: make net.bridge.* sysctl visible in Containers (r/o)
match  2d27ee424cc3  3750736e6cdf  ploop: Set discard limits after blk_queue_stack_limits()
match  cd78548b5b08  2b0e193610ca  ms/VFS: use synchronize_rcu_expedited() in namespace_unlock()
match  1a485a292c2a  54f656940cf2  ploop: Debug check that we never send discards to header
match  007a532e52c7  9c23d299c186  mm/memcontrol: memcg_move_account() get rid of lock_page dependency.
match  4c84640efc91  da2ad00ac09d  ploop: Replace delta under quiesce state
match  9e44ecf64377  7887809a6312  ploop: Stop fast path reqs living their own lives
match  f0ad73231b6a  5b8c2d16cc6a  ploop: Disable fast path on in case of pending discard
match  8c06d8a78f5e  57ee87e1dc33  ploop: Simplify check in ploop_fast_end_io()
match  c9329bf66a8c  a9bb2659004b  ploop: Rename fast_path_waitq into pending_waitq
match  ceb37d7093cc  4d0d26f0b867  ploop: Rename bio_discard_inflight_reqs into discard_inflight_reqs
match  9b65b63f6a42  9cab0aaeac38  ploop: Be overprotective on discard
match  db2206772763  ad183cb483f4  ms/ext4: fix potential race between online resizing and write operations
match  36bbb71da62f  9f14edbd3d8f  ms/ext4: fix potential race between s_flex_groups online resizing and access
match  eb12e63f1128  4d445946aad5  mm/memcontrol: offload offline reclaim to background work.
match  d59acda0eb1f  c7962088c1f3  mm/memcg: save css_get/put stacks
match  521adf389f48  b94eed73ce78  fs/fuse kio: implement internal cs connection
match  3f5d88ffff3b  a28bd2dbab95  fs/fuse kio: drop external cs connection
match  82392a404713  4b48926f5fee  fs/fuse kio: make pcs rpc socket independent
match  822b62ed2a17  bf220bac365d  fs/fuse kio: make pcs auth socket independent
match  34e11288a882  2da7603314af  fs/fuse kio: implement support RDMA transport
match  4c85f6f6648b  d61cfb8eed64  config.OpenVZ.minimal: enable infiniband for fast-path for vStorage
match  fe0bf5a8d50c  a9b1d5ece2d8  ploop: Add interface to dump cached BAT
match  609cc2735279  eaccf628af8a  ms/ext4: fix potential race between s_group_info online resizing and access
match  d172cab6eb21  61a03c855571  ms/ext4: potential crash on allocation error in ext4_alloc_flex_bg_array()
match  39faa251a20a  1c481f521f16  memcg, bc/vm_pages.c: account some swapped memory as used in CT in /proc/meminfo
match  feeed136b095  ab7855798099  ub: show up to date data counters in beancounter cgroup
match  693a716f4fa3  55504f78c0b8  ploop: redefine of BIO_BDEV_REUSED
match  45c0c566944c  090ad218748f  ms/net: adjust skb->truesize in pskb_expand_head()
match  cb75379b9d67  1f6902c00f81  ms/nfsd: memory corruption in nfsd4_lock()
match  40542de4d15c  146602a6a3b5  configs.minimal: update minimal configs up to RHEL7.8 kernel base
match  f2222004dba9  561712028b09  ms/drm/qxl: qxl_release leak in qxl_draw_dirty_fb()
match  d9c7d6675833  08070fba4545  ms/drm/qxl: qxl_release leak in qxl_hw_surface_alloc()
match  703aa25a328b  0aae6063b0e3  fs/locks: Remove legacy UB_NUMFLOCKS
match  1e6844363510  acd9d1104639  drm/qxl: qxl_release use after free
match  0d9e9f4cfe66  c8084a8f2139  ms/i40iw: remove bogus call to netdev_master_upper_dev_get
match  b430c0f88525  2621c48aa2b7  mm: Move memcg_uncharge_kmem() to bottom of __memcg_uncharge_slab()
match  f3454a753edb  dea09baee83e  mm: Add RCU read brackets into memcg_uncharge_kmem()
match  35805a6020bb  81968a5f56ff  net/netfilter: add a mark to distinguish nft ops
match  db70ccb53b53  657a96b3a90a  net/netfilter: make nft NAT working in different netns simultaneously
match  bc0da6fe0397  fe7d545e3ff0  mm/memcg: Fix race on mem cgroup offline/kmem deactivation.
match  1a1c01bb0289  cad802778ed0  packet: Never charge 0 kmem in packet_sk_charge()
match  2ed2b54a25f1  ea6317f18c7f  mm: Warn on zero uncharge in memcg_uncharge_kmem()
match  2187ffa5d97f  abb230cd896e  ms/cgroup: make sure a parent css isn't offlined before its children
match  51a28e1a52c9  d9483ee3f200  ms/netlink: do not enter direct reclaim from netlink_dump()
match  f18b392a4d2b  e2e384ef7547  ms/netlink: do not enter direct reclaim from netlink_trim()
match  3005e3c4ab9f  959efade2882  mnt: allow to add a mount into an existing group
match  f46b825422d6  340562e35884  beancounter, memcg: inline some functions for easier debuging
match  766a9d5fba56  037e80130c8b  ms/netfilter: add missing IS_ENABLED(CONFIG_NF_TABLES) check to header-file.
match  ef6e9237004e  b5289e07c0ae  ms/netfilter: conntrack: don't attempt to iterate over empty table
match  b79dee964a51  b0c1f09bab9c  ms/netfilter: conntrack: use nf_ct_key_equal() in more places
match  2e17b67890f2  2b570079caa0  ms/netfilter: conntrack: small refactoring of conntrack seq_printf
match  6f973ba95019  7d50b9b0d9ef  ms/netfilter: conntrack: check netns when comparing conntrack objects
match  07dd86de128d  2141b2d171a8  ms/netfilter: conntrack: make netns address part of hash
match  5f5028074072  b04840b13584  revert RH patch 9837-net-netfilter-nf_conntrack-don-t-resize-NULL-or-free.patch
match  b80259735cf6  387af2660295  ms/netfilter: conntrack: use a single hashtable for all namespaces
match  e19678d7a88c  918a4cb28938  ms/netfilter: conntrack: consider ct netns in early_drop logic
match  e4290385fd2f  52de76c6146a  ms/netfilter: conntrack: do not dump other netns's conntrack entries via proc
match  08aabb80ba9e  80448668a834  ms/netfilter: nf_conntrack: Fix possible possible crash on module loading.
match  8ee942724b2c  5f4ec8c3a658  ms/netfilter: conntrack: fix calculation of next bucket number in early_drop
match  2e551315612d  d976ed841469  ms/netfilter: conntrack: check netns when walking expect hash
match  6a0555d7ad8a  372ca1a3572d  ms/netfilter: conntrack: use get_random_once for nat and expectations
match  1ffc1a32f610  963701363986  ms/netfilter: conntrack: make netns address part of expect hash
match  a58d190ae160  15a18d342c69  ms/netfilter: conntrack: use a single expectation table for all namespaces
match  0ab7156675b5  ca6c66e5a4ff  ms/netfilter: conntrack: make netns address part of nat bysrc hash
match  d0a08880e44b  b619073e3dcc  ms/netfilter: conntrack: use a single nat bysource table for all namespaces
match  b1d031695931  52a1808b5c07  ms/netfilter: conntrack: use single slab cache
match  67d8a79b8541  cccd5351374c  netfilter: xt_MARK: Add ARP support
match  aec6f1b25261  7e78f5d5db0c  netfilter: conntrack: fix false-positive compiler warning in early_drop()
match  6846fe9b8faf  3df6eb41fd8f  FMODE_MOUNT redefine
match  88977199cecd  7dec4c3c10a6  fs/fuse kio: add storage_version attribute to control filesystem
match  5978d9397c3a  9100806047de  fs/fuse kio: align CS messages to 512 bytes
match  8bfe43d26a15  a77f3a9d9dba  fs/file.c: don't open-code kvfree()
match  51edfb0fb2eb  e8b407db3cb8  fs: generic_file_direct_write() switch to iov_iter
match  ed85bcc85c83  84228f1f1ff9  __btrfs_direct_write(): switch to iov_iter
match  08985cf5c949  8444602db9ee  kill generic_segment_checks()
match  8b7aa866bac6  7a8ddf003e8c  mm: Kill unused ->direct_IO_page
match  ef08855f7736  8030869ef440  mm: Use iov_iter in __swap_writepage()
match  dbc4784106ee  9da3bb1a4f5a  fs: Pass iov_iter to ->direct_IO
match  14f84fdf4d21  94603d3248d6  fs: Kill ->direct_IO_bvec
match  27a2071c6957  3c3a36ab5570  mm: Kill useless mapping_direct_IO()
match  5703b48a9590  cdb09a98e71e  ext4: Use iov_iter argument in direct_IO functions
match  c7ddd871f337  334494e5d698  fs: Replace iov_length() with its iov_iter synonym iov_iter_count()
match  f16700b4cb63  6d9eef20d702  fs: blockdev_direct_IO: switch to iov_iter
match  d96855612977  ba258e215def  give ->direct_IO() a copy of iov_iter
match  76dbe3524945  f2fba5bbf1c7  iot_iter: Add iov_iter_alignment()
match  b03d8bac732a  e3af8b0013ad  new primitive: iov_iter_alignment()
match  b0d6e982a451  06c68e426d8f  dio: take updating ->result into do_direct_IO()
match  b4bb5653a9a1  754ce981aee7  new helper: iov_iter_get_pages()
match  8107d5568e19  8270dec752b8  direct-io: fix uninitialized warning in do_direct_IO()
match  6dfe95dfb3f3  6834f262f1af  direct-io: fix AIO regression
match  301783242bd0  5614a78a74b1  new helper: iov_iter_npages()
match  85e0c31fb747  d3786fd88fab  bio_vec-backed iov_iter
match  a2aca64a0d8a  b6a40dd0e721  ext4: ext4_file_dio_write(): switch to iov_iter
match  49b48a4b410c  7f771afd2899  dax: dax_iomap_rw(): switch to iov_iter
match  ff2a9e7664b8  80be55e55a1f  ext4: ext4_write_checks(): switch to iov_iter
match  9f7f3f5c5d57  af611846ae50  fs: More use iov_iter in ext4_file_write()
match  13b153b6cf8c  48217eeb5b5a  ext4: ext4_file_dax_write() switch to iov_iter
match  d739b3a7fa25  2ea5dd95c8a8  ext4: Introduce ext4_file_write_iter()
match  89b7b4459831  b3374af31916  ext4: Attach write_iter and read_iter
match  402255f6ea87  b4830d5f4e35  fs: direct-io: don't dirtying pages for ITER_BVEC/ITER_KVEC direct read
match  a049c1ef248e  40fd958416c8  ploop: Introduce possibility to use kaio engine for ext4
match  2c9ba98f5d83  2526f1c86137  x86/asm: Use register variable to get stack pointer value
match  06486ce24d0a  975e9e190b87  locking/rwsem-xadd: Add killable versions of rwsem_down_read_failed()
match  5157b83ee8a7  9732daefc577  locking/x86: Use named operands in rwsem.h
match  19f2f277a580  7f90d91d4218  locking/arch, x86: Add __down_read_killable()
match  a6d83466df79  5d14a9c57ce1  locking: Add LOCK_CONTENDED_RETURN
match  d18e89800dda  3e58401daead  locking/rwsem: Add down_read_killable()
match  311aa8f7cde6  18c14d28c7af  net: Bring clearness to ve_netns deassignment
match  62a077ce39ca  c4e9720aa3af  ms/net: skip genenerating uevents for network namespaces that are exiting
match  15b1ffa534b2  c7e3b51ab9cd  ms/net: use net->count to check whether a netns is alive or not
match  38b934478467  0765bd11fab7  ms/net: Make account struct net to memcg
match  427d3b71a6de  bc2a3ed4a7ea  net: Fix possible race in peernet2id_alloc()
match  5b164e01e94b  65086d0fc295  net: Move net:netns_ids destruction out of rtnl_lock() and document locking scheme
match  de5f864b2a29  aa2e455dcaa2  net: Assign net to net_namespace_list in setup_net()
match  948575ac2e7d  1bae1a669aad  net: Cleanup in copy_net_ns()
match  1b3a4209822d  db05cc87dee8  net: Introduce net_sem for protection of pernet_list
match  7625648c36cb  9c9328363588  net: Move mutex_unlock() in cleanup_net() up
match  1ad50f807798  f0d5fee26223  mac80211_hwsim: Make hwsim_netgroup IDA
match  4174d5121533  2a2b48754f60  ve: Synchronize vznetstat pernet_operations
match  12ab3214a7a0  153a4e3e4ee1  net: Kill net_mutex
match  8f14c8e101b4  e04cd7dbfb12  net: Rename net_sem to pernet_ops_rwsem
match  61aeb6ef6ff6  020abdc28335  ms/memcg: remove tasks/children test from mem_cgroup_force_empty()
match  08a3b0908f9c  b713d8d4a406  ploop: Use kmem_cache for iocb allocation
match  2c20ff82f2ef  f9d06d2b691c  ploop: Kill unused PLOOP_S_SYNC
match  7bcb86848d64  0986df6a6e8d  ploop: Disable discard on ioctl(PLOOP_IOC_FREEZE)
match  cab8a7c20a0e  4a206e405f27  overlayfs: add dynamic path resolving in mount options
match  88db0bb63005  633a80fc27ff  overlayfs: add mnt_id paths options
match  9f04e6bc8349  43a6bd8adf29  configs: add/enable options for overlayfs paths absolute resolution
match  42e8f1fe9f57  c5d9291ae608  userns: move EXPORT_SYMBOL closer to current_in_userns
match  f7162dfc7eb8  f6de4242e93f  ms: common object embedded into various struct ....ns
match  ec8f817643da  aa5109847d04  make mntns ->get()/->put()/->install()/->inum() work with &mnt_ns->ns
match  98e12d3a0bbb  40d6fc0ee06f  netns: switch ->get()/->put()/->install()/->inum() to working with &net->ns
match  6700144a3146  5ea127dbb6c8  switch the rest of proc_ns_operations to working with &...->ns
match  1c50766fcabe  3922522f5476  make proc_ns_operations work with struct ns_common * instead of void *
match  40b097ba4816  1c043e2eaff4  new helpers: ns_alloc_inum/ns_free_inum
match  ba731208d2d7  c273662177b0  copy address of proc_ns_ops into ns_common
match  53b37991e0d0  b38a7543ea88  bury struct proc_ns in fs/proc
match  48e081e4fc30  e1a1e7701be9  dcache.c: call ->d_prune() regardless of d_unhashed()
match  57dfa169c497  535fb7ce391c  take the targets of /proc/*/ns/* symlinks to separate fs
match  1855812d0a3c  66646784f02c  kernel: add a helper to get an owning user namespace for a namespace
match  95b66981b17e  181eef488ace  nsfs: add ioctl to get an owning user namespace for ns file descriptor
match  7485972e76f3  f77a2352cde3  nsfs: add ioctl to get a parent namespace
match  4cc4f81d34ce  50a13fe45045  net: add an ioctl to get a socket network namespace
match  eb786b2dd29d  e2db93c2ac81  ns: allow ns_entries to have custom symlink content
match  2b226a8e5dbb  b96551897ba9  pidns: expose task pid_ns_for_children to userspace
match  f7ce4ca45b67  b59f691923b4  nsfs: Add a show_path method to fix mountinfo
match  eeeff6b09a6c  fec7892f37a1  net: Export open_related_ns()
match  c026400bdfde  db93beee5194  net: Make extern and export get_net_ns()
match  b63d31c46925  ac458577c43f  tun: Add ioctl() SIOCGSKNS cmd to allow obtaining net ns of tun device
match  5010092fb190  e4996d0bb89f  tun: Add ioctl() TUNGETDEVNETNS cmd to allow obtaining real net ns of tun device
match  d9cc65ff04af  c83b396cbe07  nsfs: mark dentry with DCACHE_RCUACCESS
match  d6cc3528f1f8  d001fca37659  ms/ovl: Fix dereferencing possible ERR_PTR()
match  5385cde307e1  e8dab166441e  ms/dynamic debug: line queries failing due to uninitialized local variable
match  cab3f29a1019  9319f44a8acb  ms/mm, page_alloc: drop should_suppress_show_mem
match  4e20e05df099  38f342d93f54  ploop: Add more debug info into PLOOP_REQ_TRACE_ERROR
match  08988e7b88ba  e6d6bf475963  ext4: Extract logic from ext4_overwrite_io() to underlining function
match  57c821049ed3  22467895f5c9  ext4: Introduce ext4_fastmap()
match  d20691f5baa9  0dc44a9b749d  ploop: Introduce fastpath for io_kaio
match  442608bde3f8  009db614d86d  fs/fuse kio: set the connection params for RDMA properly
match  998a10e63a21  51ba5533d141  ploop: Inherit stacking limits for ext4 over io_kaio
match  d47ff776d0ac  bc189b522de5  ploop: Fix divide by null in purge_lru_warn()
match  1dd8e7af7c91  5abd275bcab4  ms: af_packet: set defaule value for tmo
match  8a2512a7e17f  2a48b97551d1  ms: fs/namespace.c: fix mountpoint reference counter race
match  7af1c9e1ed1d  050e6e142799  sched/cpupri: Replace NR_CPUS arrays
match  176da10688be  1eb50e99060c  ve/cgroup: fixup for " ve/cgroup: do not link a CT cpu
match  0400073b2155  ee09365f7c0a  mempolicy: Prohibit VE processes numa binding syscalls
match  f81c745f52e5  b67392ef76b4  kernfs/sysfs: add ioctl to get fd network namespace tag
match  66d25d3b51d0  6d68cb433579  ext4: Introduce __ext4_es_lookup_extent()
match  bdf8c2c3d379  91a326f48a6a  ext4: Do read_trylock on fastmap
match  22e6c22ee04c  02aa55a42ba0  ext4: Avoid sleepable debug check in
match  4f687fc8cb0a  42d10c67603e  mm: only drain per-cpu pagevecs once per pagevec usage
match  cc87a0353e8c  2052dd34e24d  asm-generic/tlb: Track freeing of page-table directories in struct mmu_gather
match  ffc6053f0789  8b4697955834  asm-generic/tlb: Track which levels of the page tables have been cleared
match  757497018229  ddd0fb3941fc  asm-generic/tlb: avoid potential double flush
match  25ecc656e1da  64cdf96b773c  ms/mm: per-thread vma caching
match  bcbbcbf52d26  b347d58d6f10  mm: Add and use batched version of __tlb_remove_table()
match  4fde7e98acbb  5df5193cf6c7  mm/memcg: Use per-cpu stock charges for ->kmem and ->cache counters
match  b2badfc063f5  71aee5d4f05d  ext4: make sure enough credits are reserved for
match  625904a01ab6  302511eab168  ext4: recalculate journal credits as inode depth changes
match  7980066115d4  6f3ae351978f  memcg/kmem: don't show fake charge in usage and limits
match  cb5874c068c8  b36a3aae318d  net/mlx5: suppress high order allocation
match  11f6c8cf086b  0e82fa2c59c3  configs: set overlayfs nfs_export option to true
match  9ec16b5337f6  eca1be03dcf4  chardev: Avoid potential use-after-free in 'chrdev_open()'
match  73cc6cccb888  1b9da229d25e  ms/netfilter: nf_conntrack: flush net_gre->keymap_list only from gre helper
match  ffbebf809e34  16cc1877dd9e  ms/KVM: x86/pmu: do not mask the value that is written to fixed PMUs
match  86162843e72f  096b4fb06855  ms/KVM: x86: Fix perfctr WRMSR for running counters
match  17fbd5b37506  77bedd23279a  cgroup: add export_operations to cgroup super block
match  35fb5684b3f1  ccd63694f57e  mm/memcg: fix cache growth above cache.limit_in_bytes
match  aa815c5390cd  979e0409fb32  fs/fuse kio: show latency in cs_stats properly
match  51de0a1b5ac1  cb6e5769f2e0  fs/fuse kio: calculate network latency properly
match  2273d2c8a219  ceba2121c165  fs/fuse kio: allocate memory for each RDMA RX buffer separately
match  88ee2a4dfc0e  c7a33113eb77  fs/fuse kio: concurently work shrink and IO operations
match  e6f586e712ec  32fb11363ae0  fs/fuse kio: NULL pointer dereference in case of dead map
match  c26fa0d00712  0cffd07ec9fc  ploop: Fix discard iocb leak
match  f8f60bdd5ed9  6c8e1651294f  ve/cgroup: implemented per-ve workqueue.
match  2425e43c0c1f  32fa8364f7fb  cgroup: added rcu node string wrapper for in-cgroup usage.
match  b4006fecc006  9579c9d7709b  cgroup: exported __put_css_set and wrappers to cgroup.h
match  049f4366fdfd  ab4ec818b307  ve/cgroup: saving root_css to ve
match  a5beea3fae4f  528987dd660d  ve/cgroup: Added ve_owner field to cgroup
match  1f7574d3452b  13237a9d63e8  ve/cgroup: moved release_agent from system_wq to per-ve workqueues
match  7bf30dc30c09  6a5d16c6a396  ve/cgroup: Implemented logic that uses 'cgroup->ve_owner' to run release_agent notifications.
match  e07a9657b40e  d5f215a1daef  ve/cgroup: private per-cgroup-root data container
match  dc1fc7ea9d29  8db713322a52  ve/cgroup: set release_agent_path for root cgroups separately for each ve.
match  ad26987b0b42  21db005b599f  ve/cgroup: added release_agent to each container root cgroup.
match  8dd4d450c0aa  2b5ce6cf8580  ve/cgroup: cleanup per_cgroot_data at cgroup mount destruction
match  2beb780a44ae  8cf8d221ed06  ve/cgroup: At cgroup_mark(unmark)_ve_roots skip non-virtualized roots
match  68960d57a738  421ee74cae1c  ploop: Introduce ->fastmap_end_io
match  d0fe904c9197  12303001f036  ploop: Add @write argument to ->fastmap
match  ac9e46c5a7b2  32fd0ada4392  fs: Export mapping_needs_writeback()
match  acee363d459e  0498255208d4  ploop: io_kaio: Protect ->fastmap against EXT4_IOC_MOVE_EXT and punch hole
match  41b59169d4b1  abd859399e25  ms/KVM: X86: Implement "send IPI" hypercall
match  3424129f0b70  72c873eeb0f5  net: openvswitch: add capability to specify ifindex of new links
match  bf26623d2c5d  a412220912e2  ploop: Pass correct argument in kaio_sync_read_many()
match  fab0b597dc12  11ccc19a360e  ploop: Fix kaio_sync_io() for multy-pages case
match  c643ca3f41c5  13183150f79c  ms/ext4: add a new ioctl EXT4_IOC_CLEAR_ES_CACHE
match  e12164e055b0  2e770e709c91  ext4: Fix fiemap() with FIEMAP_FLAG_CACHE flag
