# command:
# git-check-rebase --meta rebase_3.10.0-1160.66.1.el7_rh7-3.10.0-1160.76.1.el7.meta --rows-hide-level show_all --columns full vz7.188.x:rh7-3.10.0-1160.66.1.el7..rh7-3.10.0-1160.66.1.vz7.188.11 vz7.189.x:rh7-3.10.0-1160.76.1.el7..2a709cd369f2 > rebase_3.10.0-1160.66.1.el7_rh7-3.10.0-1160.76.1.el7.log
#

<tag>  vz7.188.x     vz7.189.x     SUBJECT
match  d090656e04cf  14ddcfe1e9d7  nbd: Fix timeout detection
match  e376d37f001c  607ca70144e8  nbd: sock_shutdown, remove conditional lock
match  5ef9578bfccd  960530e3c0f0  nbd: restructure sock_shutdown
match  25ff85755e0f  314bb4dd6686  nbd: Remove 'harderror' and propagate error properly
match  b5a2f42056b7  380a88c8ceb2  nbd: Move clear queue debug message
match  eeb0647cb29b  ca7083019ce6  nbd: Remove variable 'pid'
match  b732ea3228a3  974c45ad863a  nbd: Add debugfs entries
match  6059743a1a08  7a77387d3bec  nbd: Change 'disconnect' to be boolean
match  21f45009f564  ae9a6a603403  nbd: Rename functions for clearness of recv/send path
match  22211d15be87  bb19bc536818  nbd: flags is a u32 variable
match  c2526c354dc8  ec61cce1dffc  nbd: Add locking for tasks
match  ddeaf25861a9  e7174ecd9cc1  signal: turn dequeue_signal_lock() into kernel_dequeue_signal()
match  3683a64588cc  36f3a291cc0e  nbd: use ->compat_ioctl()
match  bbf5bd279db0  b1586e56f9d6  nbd: Fix debugfs error handling
match  8a483f06d15c  f25039870bb0  nbd: Remove signal usage
match  1932df7fe463  6d779ed9eee5  nbd: Timeouts are not user requested disconnects
match  425253c7039a  bd31b031fed8  nbd: Cleanup reset of nbd and bdev after a disconnect
match  12f1fd49cf16  65b24e929d63  nbd: Move flag parsing to a function
match  650655897770  2c7c1dff04d0  nbd: ratelimit error msgs after socket close
match  33fa3bd7b71b  9745d2853d82  nbd: Create size change events for userspace
match  6d7312da6330  29d5df6a98cf  nbd: use correct div_s64 helper
match  5fa279fc5799  4ab4992d2da6  drivers: use req op accessor
match  ccc1fb2f1d94  e1d0ef797817  nbd: pass the nbd pointer for flags debugfs
match  b44bc496ce21  73d46ec4216a  nbd: fix race in ioctl
match  f859199515de  5d31bfe6d2ef  nbd: convert to blkmq
match  40fd78719bf2  d48fa6ea245c  nbd: don't shutdown sock with irq's disabled
match  70026e3fcc9f  fce2dc1320b5  nbd: use flags instead of bool
match  fb5b28c1d3e9  eb1d89898ae8  nbd: allow block mq to deal with timeouts
match  8f043b4629d3  42f166af7d62  nbd: use BLK_MQ_F_BLOCKING
match  9f2ea3c03cfe  6f27f2023857  nbd: fix use-after-free of rq/bio in the xmit path
match  65024a649995  eef5fda3a28f  nbd: add multi-connection support
match  e43a1a4afefa  e4f2732a6f33  nbd: fix setting of 'error' in NBD_DO_IT ioctl
match  bba98736e01f  c7fb696480f3  nbd: use loff_t for blocksize and nbd_set_size args
match  b0522f4aae1f  57ddd03ec1bb  nbd: fix 64-bit division
match  b58e67663611  49f7c0367fde  nbd: reset the setup task for NBD_CLEAR_SOCK
match  411f8121f947  4aade68cd2e2  nbd: use dev_err_ratelimited in io path
match  733eef44aea3  04b5e527aac4  nbd: s/<asm/uaccess.h>/<linux/uaccess.h>
match  fde81dededfb  36d21d09a888  nbd: blk_mq_init_queue returns an error code on failure, not NULL
match  58183d99a1db  d1ed662bc74c  nbd: only set MSG_MORE when we have more to send
match  4601e58ef1a5  607606ee8d61  nbd: remove REQ_TYPE_DRV_PRIV leftovers
match  c6ff7862aec7  cccf0b9522dc  nbd: move request validity checking into nbd_send_cmd
match  351eaccaa22a  5011d6836769  nbd: use our own workqueue for recv threads
match  96754e28ca7f  2fa447e7428f  nbd: use an idr to keep track of nbd devices
match  a720609a9dc8  3bc43005ee1b  nbd: cleanup ioctl handling
match  a76ea0c3d5d0  c41f61dda5fa  nbd: set the logical and physical blocksize properly
match  dc4af0f0fb35  d3b7c90f8218  nbd: cleanup workqueue on error properly
match  abe78d45861b  6ac56652dc1d  nbd: stop leaking sockets
match  987296b16704  5a4c1624e756  nbd: don't allow invalid blocksize settings
match  df7477910fd5  374157e4bb76  ms/pagemap: Port diff-ms-pagemap-do-not-leak-physical-addresses-to-non-privileged-userspace
match  8be49c5216a4  2e244b1885b7  ve/cpu: handle sysfs attributes for CTs
match  882891a164c2  2740decdf06f  ms/KVM: x86: inject exceptions produced by x86_decode_insn
match  b0cc7943d7fa  cac9d8a6763b  ms/KVM: x86: always stop emulation on page fault
match  3d04f3f8fee6  c7b70fa325df  ms/KVM: x86: set ctxt->have_exception in x86_decode_insn()
match  46a64a9d95b5  e6f17641293a  ms/x86/cpu: Keep model defines sorted by model number
match  9c172c49be0f  b2af50791679  ms/x86/cpu: Sanitize FAM6_ATOM naming
match  a3a451da4e86  3b38f181e4e9  ms/perf/x86/intel: make reusable LBR initialization code
match  0316a8638427  4db4551932bd  ploop: Assign holes_bitmap before merge on merge-no-return point
match  50f95a1c4065  adcc7c5273c6  ploop: Kill noop complete_merge method
match  84ecd93a6baf  1673e744fe29  ve/kmod, nf_tables: allow nf_tables.ko autoloading on request from ve.
match  2b210ea4dbff  55daa7880533  mm/slab: Fix deadlock on attempt to shrink slab.
match  06ed5d5f0f2d  bd83b7b1715e  ve/fs/exec: don't allow a privileged user to execute untrusted files
match  198dd2131ac6  552f1d45efdb  sysfs/ploop: add new device option trusted
match  a815218ae741  4ba6e5b04b48  ve/fs/exec: send SIGSEGV to a process trying to execute untrusted files
match  e7625aeaf981  5f1c7345f793  ve/exec: allow trusted exec change both on boot and on running system
match  5ba792be48d9  bf7677d992c5  rdma/i40iw: hide high-order-allocation warning in i40iw_save_msix_info()
match  a9d1e39d5374  b6fcf680ac36  ms/netfilter: nf_tables: avoid global info storage
match  601116ea0261  15c52a54dba1  ve: use host ipt_mask for pseudosuper in setsockopt and request module
match  9b785a72e479  d3185b7703e0  fs/fuse kio: don't wait read requests in case of fsync/flush
match  23cc98bff7e1  c0c01d903e1f  ve/net/core: allow to call setsockopt(SO_SNDBUFFORCE) from Containers
match  044a366d0f8d  2d6c7140b859  x86/asm: remove the unused get_limit() method
match  dcf4b9ad5b99  7fe7ab604f92  ms/block: add REQ_BACKGROUND
match  93d13e390daa  dff79b867363  ms/writeback: add wbc_to_write_flags()
match  fab1c628f184  7e69169bc16c  ms/writeback: mark background writeback as such
match  0fd50e4b3e05  cd1c7ee03d1f  ms/writeback: track if we're sleeping on progress in balance_dirty_pages()
match  aa60f39770a9  3eb8b374bbcd  ms/block: get rid of struct blk_issue_stat
match  2d5a83ddb31c  f9f9d5bff461  ms/blk-wbt: add general throttling mechanism
match  fabdabd075bc  5afb2edc5717  ms/block: hook up writeback throttling
match  cffc1a889096  5863788b4c90  block: enable CONFIG_BLK_WBT*
match  53fa2f01062e  62c9279afbd3  blk-wbt: increase maximum queue depth to increase performance of writes
match  dc000df8bcdd  e0b8c61bafe0  ve: add a comment about possible pseudosuper race
match  7a30ae2c6985  122447a7518d  fs-writeback: add cond_resched() in wb_do_writeback()
match  d12b0d5508c6  4843b06287c5  ms/jbd2: add support for avoiding data writes during transaction commits
match  f3f6cd5ce672  5e3f58eaf4b8  ms/ext4: do not ask jbd2 to write data for delalloc buffers
match  0b4418156126  cc252b5f35ad  ms/mm: add filemap_fdatawait_range_keep_errors()
match  670258f6af9b  098bdd541b51  ms/jbd2: introduce jbd2_inode dirty range scoping
match  6629e22b21ea  806767ee3912  ms/ext4: use jbd2_inode dirty range scoping
match  8f1367cb1e27  e58d7f4643bf  ms/cfq-iosched: don't call wbt_disable_default() with IRQs disabled
match  74064d2ae869  5baac5ccebb8  ms/block: fix leak of q->rq_wb
match  9abb83236ead  5f8f7c2016f8  ms/block: Fix list corruption of blk stats callback list
match  d6af43220a21  cf0e0c939fc3  ms/ext4: use __GFP_NOFAIL in ext4_free_blocks()
match  0d2f530266a7  a6cf479aa044  ms/ext4: handle the rest of ext4_mb_load_buddy() ENOMEM errors
match  692b7d97a142  84702aab75fa  nbd: handle ERESTARTSYS properly
match  df56156cf899  4fccaa7dfdbb  nbd: put socket in error cases
match  c04b1f48ed9d  e6b35609dae9  nbd: set rq->errors to actual error code
match  6b57d4646740  0e8ecc1bf7b4  nbd: set queue timeout properly
match  7c87df8a1aac  703042433286  nbd: replace kill_bdev() with __invalidate_device()
match  80e2d43963d4  ba5dbd2cffe6  nbd: handle single path failures gracefully
match  13c5d99842d1  a6f72c27265b  nbd: separate out the config information
match  84e87b5d1aa4  03acf01d513a  nbd: don't leak nbd_config
match  56b5e86215b5  568529e639ba  nbd: take tx_lock before disconnecting
match  6f746d99e06a  cf1ef9a09f00  nbd: ignore non-nbd ioctl's
match  bff50ebd44ef  adad7018bcca  block/ndb: add WQ_UNBOUND to the knbd-recv workqueue
match  1bdfaca01d35  9d81aebf5f81  sctp: suppress warnings on high order memory allocation on sctp chunk creation
match  8b832c75fadb  d005596c5c50  rdma/i40iw: use proper GFP flag for hiding high-order-allocation warning
match  d4a345a56868  4903d50b6c04  ms/treewide: Add __GFP_NOWARN to k.alloc calls with v.alloc fallbacks
match  c8b64fff3af0  5d7149993ccc  ms/nbd: fix how we set bd_invalidated
match  e84de31f7362  a9de080e064b  ve/kmod: allow "nft_compat" module autoload from inside a Container
match  1ae99f309b96  bb8c74e2cb93  sctp: suppress warnings on high order memory allocation on packet transmit
match  83205e977b79  7061b14d49d9  ms/nbd: stop using the bdev everywhere
match  498b1bde5c24  5cdca92dde8f  ms/nbd: add device refcounting
match  a8a022cc8699  423ef7e611bf  ms/nbd: fix use after free on module unload
match  46cfe31bc6e9  c4c882f769a0  ms/nbd: don't set the device size until we're connected
match  482ec2254638  d6f25daf00cc  ms/nbd: fix nbd device deletion
match  3d3e7d3045ba  91eb4de51d84  ms/nbd: update size when connected
match  6b5094e0e5b4  eee4fecdf759  ms/nbd: use bd_set_size when updating disk size
match  77061d15db67  9fc9326f5879  nbd: invalidate bdev after size update
match  9c0b4e62d185  624eed2f86cd  fuse: don't perform getattr on each write
match  711de50dd581  6e3e40be010c  configs.minimal: enable CPU_IDLE_GOV_HALTPOLL/HALTPOLL_CPUIDLE
match  257c7c3f1b0b  a5c32ba1348d  nbd: move nbd_size_update() of of the loop.
match  38428998fead  5255d8c5c103  nbd: move setting the bd_invalidated out of the loop
match  e70bed680e75  0555c11e7dc0  ms/nbd: only clear the queue on device teardown
match  7ffe832e29c9  11ed51379b2d  ms/nbd: quiesce request queues to make sure no submissions are inflight
match  f2b2ce1e802e  f89d1cb2ab03  fs/fuse kio: share bandwith/IOPS for prometheus stats
match  f984d4e702b3  696aebec1992  rh/dcache: work around buggy iso images
match  0448185ef163  c0a37093d428  ve/kmod: enable autoload for iptables security tables from inside CT
match  fbf65266c823  46e1554f909d  ve/kmod: enable autoload for nf_tables_inet module from inside a CT
match  de125f9f8142  58e94df9dd31  config.OpenVZ.[debug.]minimal: update up to 3.10.0-1062.4.2.el7
match  375074001b4e  8c7a0c87d630  ve/kmod: make all nf_* and nft_* autoloadable upon request from a CT
match  03f2bb4eae9f  aa347e702874  mm/ksm: Don't WARN if page is still mapped in remove_stable_node()
match  e7997b0cbdd9  234a7b5ccac8  ms/netfilter: nft_compat: fix crash when related match/target module is removed
match  32d93673c71a  f3abd314ca1e  net: export "net.netfilter.nf_conntrack_helper" sysctl for Container
match  3470613376ce  e8152ebca3d3  ms/netfilter: x_tables: set module owner for icmp(6) matches
match  0b708bf7c2f4  a40c72fdecc0  ms/SUNRPC: The TCP back channel mustn't disappear while requests are outstanding
match  f60368144399  4624b71b9dd5  kvm/x86: extend info on emualation failure
match  8e9b9713831b  396be28eedc0  mm: fix hanging shrinker management on long do_shrink_slab
match  137bcf6820d7  4af953dea2df  fuse: don't declare FUSE FIEMAP support for any FUSE fs
match  04bbebac0150  fc6c78d85a1b  ploop: Reread bat offsets and length before merge
match  e4b353e9a27a  be76609b3e65  ms/ext4: kill ext4_kvfree()
match  525418d6644d  2ef9860f00d9  ext4: replace ext4_kvmalloc() with kvmalloc()
match  92d229b4b1a6  ad6759652e00  ext4: kill ext4_kv[mz]alloc()
match  1c433b715e25  0e40ac7680de  ms/ext4: remove extent status procfs files if journal load fails
match  db2f322c2956  8176c1f492ec  ms/net: Allow to show socket-specific information in /proc/[pid]/fdinfo/[fd]
match  7354fca9aa8e  a5ac5b9ef1fd  ms/unix: Show number of pending scm files of receive queue in fdinfo
match  02ccd123fa85  3800c9422430  ploop: Do not try to update index after REQ_DISCARD in raw format
match  d6ff4e85f2c0  ac92c0915c05  ms/ixgbe: fix possible deadlock in ixgbe_service_task()
match  c285d1453213  030299ec903b  ixgbe: don't check firmware errors
match  9383509e17e6  c8f9789b539d  memcg: access beyond end of shrinker_map
match  add2c32740d4  ccc453c26646  ploop: Fix huge grow of empty image
match  1ed21961524b  066a770bae11  ve/proc: Added separate start time field to task_struct to show in container
match  7577b44f4e3f  900ad050618a  ms/quota: Do not dirty bad dquots
match  48b7a3fb2b85  de5b1bd3abc2  ms/quota: Move locking into clear_dquot_dirty()
match  a6f68fb98da7  4454119abe73  ms/quota: fix potential infinite loop
match  ce6b75cc6969  2459b4668cfc  mm: fix out-of-bounds memory accesses in process_vm_readv()
match  ab43b2e1fba4  ece161222927  ploop: Disable holes on io_direct raw images
match  40f643103e02  bde30068758a  ploop: Teach dio_sync_io() work with many pages
match  9426ab0aa9b5  2414a738b71a  ploop: Teach kaio_sync_io() work with many pages
match  6775cc16c6e3  922562533038  ploop: Introduce .sync_read_many method
match  a488307dc6df  156b65af1c39  ploop: Read 10 BAT clusters on holes_bitmap population
match  9c3431068ad4  82b29bafeeee  fuse: Add more debug info into fuse_direct_IO_bvec()
match  dcd2363a8cfa  ba5c42b587a4  ploop: Add debug check on truncation to kaio_fsync_thread
match  b813cb74fec0  7075fb364597  ploop: Sanity check that raw delta is not zero-length
match  db8a17a495b4  60fec635af54  ploop: Flush data bios on merge before index update
match  20c32fc42f7a  bc9ad938a518  ploop: Move duplicated code to a helper
match  d55c735d6aa1  1ef4acb9a7c3  ploop: kaio: Close race between truncate thread and grow
match  761c5b19bd3a  c31f7d848170  mm/memcontrol.c: lost css_put in memcg_expand_shrinker_maps()
match  0a0de55d0018  fdca438f6c1d  lost css_put in hwpoison_filter_task()
match  30f7b8678cf8  19e921ab91d5  ms/netfilter: nft_rbtree: introduce nft_rbtree_interval_end() helper
match  1d162e4e8e03  385294c0dca5  ms/netfilter: nft_rbtree: ignore inactive matching element with no descendants
match  8b7a1ee3c2f7  6f055d818b81  ms/netfilter: nf_tables: fix register ordering
match  1c1d628d6be2  9387af122ee9  ms/mm: Allocate shrinker_map on appropriate NUMA node
match  00d93a201f02  92da02769414  fs/fuse kio: missing ireq's completion_data initialization
match  711051e14907  915b600d7001  ploop: Delay reusing cluster on discard till previous index flushed
match  3c64668f753c  28dd0dc1542c  ploop: Move duplicated initialization into helper
match  ce81512ee435  402fc625ee15  ploop: Add congest argument in ploop_alloc_request()
match  fd6d719a08a3  1f56d84b434f  ploop: Use ploop_alloc_request() in ploop_bio_queue()
match  51e33268cec2  aac99fd06508  ms/mm: introduce vm_ops->map_pages()
match  2c4da3a7abac  a51c44a8ed45  ms/mm: implement ->map_pages for page cache
match  6573eecca667  851e21a88f38  ms/mm: cleanup size checks in filemap_fault() and filemap_map_pages()
match  104ab8373907  e09c6e3f8df7  ms/mm: add debugfs tunable for fault_around_order
match  6f954c15a4f5  1b749601a624  mm/filemap: add pfcache support to filemap_map_pages
match  8d19545f7be0  a9e9cdd54614  pfcache: do not drop pfcache checksum during mmap(SHARED) of ro-files
match  76a55f4b9bc6  d35f790fb87a  configs: provide kernel config via proc
match  b301c26c74fa  ee96c4c176fd  ve/procfs: make /proc/config.gz visible inside Containers
match  215e1c5d1ae8  a01733ed497d  openvswitch: allow to create ovs bridges inside Containers
match  5fecfe361ad1  62047d91d7fc  net: export "net/*/neigh/*/*" sysctls for Container
match  85a9a1087c21  1357bc7d2410  ve/bridge: handle netlink messages AF_BRIDGE / RTM_[GSD]ETLINK sent from inside a Container
match  55ee05baaa01  1b5febcb7bdb  ve/proc/block: show /proc/diskstats inside a Container
match  9c656b1d5f95  1a17684d3348  ve/net/bridge: make net.bridge.* sysctl visible in Containers (r/o)
match  1cefe2a482ec  2d27ee424cc3  ploop: Set discard limits after blk_queue_stack_limits()
match  7bbcc78f32db  cd78548b5b08  ms/VFS: use synchronize_rcu_expedited() in namespace_unlock()
match  f4f0db855233  1a485a292c2a  ploop: Debug check that we never send discards to header
match  251915a9f76c  007a532e52c7  mm/memcontrol: memcg_move_account() get rid of lock_page dependency.
match  01d50d51afac  4c84640efc91  ploop: Replace delta under quiesce state
match  10fb1e128446  9e44ecf64377  ploop: Stop fast path reqs living their own lives
match  83efebb69d30  f0ad73231b6a  ploop: Disable fast path on in case of pending discard
match  6a6a16d0bdfe  8c06d8a78f5e  ploop: Simplify check in ploop_fast_end_io()
match  49371acfeff2  c9329bf66a8c  ploop: Rename fast_path_waitq into pending_waitq
match  046c9af27827  ceb37d7093cc  ploop: Rename bio_discard_inflight_reqs into discard_inflight_reqs
match  82b0a9fb890d  9b65b63f6a42  ploop: Be overprotective on discard
match  e23f21e37071  db2206772763  ms/ext4: fix potential race between online resizing and write operations
match  219a5aeca141  36bbb71da62f  ms/ext4: fix potential race between s_flex_groups online resizing and access
match  f37974af8342  eb12e63f1128  mm/memcontrol: offload offline reclaim to background work.
match  fef03c2b19ae  d59acda0eb1f  mm/memcg: save css_get/put stacks
match  48f3affbd5ee  521adf389f48  fs/fuse kio: implement internal cs connection
match  d51f4f2ddd4f  3f5d88ffff3b  fs/fuse kio: drop external cs connection
match  0f728014778b  82392a404713  fs/fuse kio: make pcs rpc socket independent
match  ccded44164b1  822b62ed2a17  fs/fuse kio: make pcs auth socket independent
match  fa2417df934c  34e11288a882  fs/fuse kio: implement support RDMA transport
match  91320672d9fb  4c85f6f6648b  config.OpenVZ.minimal: enable infiniband for fast-path for vStorage
match  c55dee032bdf  fe0bf5a8d50c  ploop: Add interface to dump cached BAT
match  6f031d7bd8a6  609cc2735279  ms/ext4: fix potential race between s_group_info online resizing and access
match  f6da3a25a2bd  d172cab6eb21  ms/ext4: potential crash on allocation error in ext4_alloc_flex_bg_array()
match  dd27a1a48215  39faa251a20a  memcg, bc/vm_pages.c: account some swapped memory as used in CT in /proc/meminfo
match  885f33c6ff82  feeed136b095  ub: show up to date data counters in beancounter cgroup
match  63579757e365  693a716f4fa3  ploop: redefine of BIO_BDEV_REUSED
match  bcb9d98fa9cb  45c0c566944c  ms/net: adjust skb->truesize in pskb_expand_head()
match  9becdecf2e92  cb75379b9d67  ms/nfsd: memory corruption in nfsd4_lock()
match  fb97557f32b4  40542de4d15c  configs.minimal: update minimal configs up to RHEL7.8 kernel base
match  1ac532bb5300  f2222004dba9  ms/drm/qxl: qxl_release leak in qxl_draw_dirty_fb()
match  7e076c363ee3  d9c7d6675833  ms/drm/qxl: qxl_release leak in qxl_hw_surface_alloc()
match  4946a6ef84a1  703aa25a328b  fs/locks: Remove legacy UB_NUMFLOCKS
match  b56e7c67f711  1e6844363510  drm/qxl: qxl_release use after free
match  81ae715207df  0d9e9f4cfe66  ms/i40iw: remove bogus call to netdev_master_upper_dev_get
match  74046c9ea917  b430c0f88525  mm: Move memcg_uncharge_kmem() to bottom of __memcg_uncharge_slab()
match  3a44678cb978  f3454a753edb  mm: Add RCU read brackets into memcg_uncharge_kmem()
match  fb0e6b5c060f  35805a6020bb  net/netfilter: add a mark to distinguish nft ops
match  3529445db73f  db70ccb53b53  net/netfilter: make nft NAT working in different netns simultaneously
match  be7a47b26446  bc0da6fe0397  mm/memcg: Fix race on mem cgroup offline/kmem deactivation.
match  e1c2aff14945  1a1c01bb0289  packet: Never charge 0 kmem in packet_sk_charge()
match  80dc1cce3757  2ed2b54a25f1  mm: Warn on zero uncharge in memcg_uncharge_kmem()
match  4e59d7f97511  2187ffa5d97f  ms/cgroup: make sure a parent css isn't offlined before its children
match  11d06b25dbe4  51a28e1a52c9  ms/netlink: do not enter direct reclaim from netlink_dump()
match  54c87a315028  f18b392a4d2b  ms/netlink: do not enter direct reclaim from netlink_trim()
match  7c85b1160e9a  3005e3c4ab9f  mnt: allow to add a mount into an existing group
match  3c0ea42509d4  f46b825422d6  beancounter, memcg: inline some functions for easier debuging
match  30bcdfe34af0  766a9d5fba56  ms/netfilter: add missing IS_ENABLED(CONFIG_NF_TABLES) check to header-file.
match  674a5bbfb8e0  ef6e9237004e  ms/netfilter: conntrack: don't attempt to iterate over empty table
match  1f2aa4fe5d38  b79dee964a51  ms/netfilter: conntrack: use nf_ct_key_equal() in more places
match  df79215be270  2e17b67890f2  ms/netfilter: conntrack: small refactoring of conntrack seq_printf
match  18666e14976b  6f973ba95019  ms/netfilter: conntrack: check netns when comparing conntrack objects
match  bf04f086cef0  07dd86de128d  ms/netfilter: conntrack: make netns address part of hash
match  3bdcfa58fd5e  5f5028074072  revert RH patch 9837-net-netfilter-nf_conntrack-don-t-resize-NULL-or-free.patch
match  3916eccad776  b80259735cf6  ms/netfilter: conntrack: use a single hashtable for all namespaces
match  8c2a7bc539d0  e19678d7a88c  ms/netfilter: conntrack: consider ct netns in early_drop logic
match  922081010e87  e4290385fd2f  ms/netfilter: conntrack: do not dump other netns's conntrack entries via proc
match  d688afdf51b6  08aabb80ba9e  ms/netfilter: nf_conntrack: Fix possible possible crash on module loading.
match  76f3c54a4428  8ee942724b2c  ms/netfilter: conntrack: fix calculation of next bucket number in early_drop
match  94428fa18ce5  2e551315612d  ms/netfilter: conntrack: check netns when walking expect hash
match  e03ffcd18ce0  6a0555d7ad8a  ms/netfilter: conntrack: use get_random_once for nat and expectations
match  9868f5114bc8  1ffc1a32f610  ms/netfilter: conntrack: make netns address part of expect hash
match  8106f6686258  a58d190ae160  ms/netfilter: conntrack: use a single expectation table for all namespaces
match  033529843abd  0ab7156675b5  ms/netfilter: conntrack: make netns address part of nat bysrc hash
match  f6685d90e273  d0a08880e44b  ms/netfilter: conntrack: use a single nat bysource table for all namespaces
match  f273988da86d  b1d031695931  ms/netfilter: conntrack: use single slab cache
match  e00fb62c37dc  67d8a79b8541  netfilter: xt_MARK: Add ARP support
match  e9245781bce4  aec6f1b25261  netfilter: conntrack: fix false-positive compiler warning in early_drop()
match  c8f8b4e00870  6846fe9b8faf  FMODE_MOUNT redefine
match  2b7d9babf53d  88977199cecd  fs/fuse kio: add storage_version attribute to control filesystem
match  0262f372c0d0  5978d9397c3a  fs/fuse kio: align CS messages to 512 bytes
match  3cb26cf477e5  8bfe43d26a15  fs/file.c: don't open-code kvfree()
match  eac6d1c8ab8c  51edfb0fb2eb  fs: generic_file_direct_write() switch to iov_iter
match  7558ac573f94  ed85bcc85c83  __btrfs_direct_write(): switch to iov_iter
match  b0a5277ade3d  08985cf5c949  kill generic_segment_checks()
match  7ec008d67437  8b7aa866bac6  mm: Kill unused ->direct_IO_page
match  4e40f331c22e  ef08855f7736  mm: Use iov_iter in __swap_writepage()
match  2881c15db1df  dbc4784106ee  fs: Pass iov_iter to ->direct_IO
match  0f9abb124e46  14f84fdf4d21  fs: Kill ->direct_IO_bvec
match  dc9eb5b74fe3  27a2071c6957  mm: Kill useless mapping_direct_IO()
match  54a4eb0c6ce5  5703b48a9590  ext4: Use iov_iter argument in direct_IO functions
match  f0f169952c67  c7ddd871f337  fs: Replace iov_length() with its iov_iter synonym iov_iter_count()
match  837a9f714835  f16700b4cb63  fs: blockdev_direct_IO: switch to iov_iter
match  4bba9c5c9dca  d96855612977  give ->direct_IO() a copy of iov_iter
match  f5f29d9aacdc  76dbe3524945  iot_iter: Add iov_iter_alignment()
match  897baed35194  b03d8bac732a  new primitive: iov_iter_alignment()
match  e043a75af38f  b0d6e982a451  dio: take updating ->result into do_direct_IO()
match  1c348b4974f7  b4bb5653a9a1  new helper: iov_iter_get_pages()
match  d388c4a40fd7  8107d5568e19  direct-io: fix uninitialized warning in do_direct_IO()
match  9b6140491a9d  6dfe95dfb3f3  direct-io: fix AIO regression
match  caa82730d6a8  301783242bd0  new helper: iov_iter_npages()
match  7137ba3cb9a9  85e0c31fb747  bio_vec-backed iov_iter
match  6c2849dc9231  a2aca64a0d8a  ext4: ext4_file_dio_write(): switch to iov_iter
match  8c61d7075187  49b48a4b410c  dax: dax_iomap_rw(): switch to iov_iter
match  d1e434aac1c9  ff2a9e7664b8  ext4: ext4_write_checks(): switch to iov_iter
match  ccd27ef2d30f  9f7f3f5c5d57  fs: More use iov_iter in ext4_file_write()
match  aecc75b16734  13b153b6cf8c  ext4: ext4_file_dax_write() switch to iov_iter
match  53da6f7fe13b  d739b3a7fa25  ext4: Introduce ext4_file_write_iter()
match  83bcd7e5193a  89b7b4459831  ext4: Attach write_iter and read_iter
match  d8d31ff28961  402255f6ea87  fs: direct-io: don't dirtying pages for ITER_BVEC/ITER_KVEC direct read
match  df01dffbdda3  a049c1ef248e  ploop: Introduce possibility to use kaio engine for ext4
match  4e960f5e201b  2c9ba98f5d83  x86/asm: Use register variable to get stack pointer value
match  a2250a4d7350  06486ce24d0a  locking/rwsem-xadd: Add killable versions of rwsem_down_read_failed()
match  19e195b2427a  5157b83ee8a7  locking/x86: Use named operands in rwsem.h
match  7f826ac89f3a  19f2f277a580  locking/arch, x86: Add __down_read_killable()
match  1f54f93384b1  a6d83466df79  locking: Add LOCK_CONTENDED_RETURN
match  7699bbb82bdf  d18e89800dda  locking/rwsem: Add down_read_killable()
match  34d26205c328  311aa8f7cde6  net: Bring clearness to ve_netns deassignment
match  991de27ceb97  62a077ce39ca  ms/net: skip genenerating uevents for network namespaces that are exiting
match  8f485d290af5  15b1ffa534b2  ms/net: use net->count to check whether a netns is alive or not
match  c21ace5d9fe7  38b934478467  ms/net: Make account struct net to memcg
match  0b3b621cde3a  427d3b71a6de  net: Fix possible race in peernet2id_alloc()
match  56dfab42f0ac  5b164e01e94b  net: Move net:netns_ids destruction out of rtnl_lock() and document locking scheme
match  73ae8a57082d  de5f864b2a29  net: Assign net to net_namespace_list in setup_net()
match  abe21d511865  948575ac2e7d  net: Cleanup in copy_net_ns()
match  6aa3f3974901  1b3a4209822d  net: Introduce net_sem for protection of pernet_list
match  3db661ed6d0c  7625648c36cb  net: Move mutex_unlock() in cleanup_net() up
match  c2371c1a931e  1ad50f807798  mac80211_hwsim: Make hwsim_netgroup IDA
match  9ff989db2ca0  4174d5121533  ve: Synchronize vznetstat pernet_operations
match  ea64179454c0  12ab3214a7a0  net: Kill net_mutex
match  3729dbbd1746  8f14c8e101b4  net: Rename net_sem to pernet_ops_rwsem
match  d62b19176117  61aeb6ef6ff6  ms/memcg: remove tasks/children test from mem_cgroup_force_empty()
match  d235e7d7f3b9  08a3b0908f9c  ploop: Use kmem_cache for iocb allocation
match  70569e6f84f0  2c20ff82f2ef  ploop: Kill unused PLOOP_S_SYNC
match  e47408d47758  7bcb86848d64  ploop: Disable discard on ioctl(PLOOP_IOC_FREEZE)
match  8b49ed93bdb9  cab8a7c20a0e  overlayfs: add dynamic path resolving in mount options
match  cc766169a472  88db0bb63005  overlayfs: add mnt_id paths options
match  d0bafcc6c5ab  9f04e6bc8349  configs: add/enable options for overlayfs paths absolute resolution
match  6210e532fa5c  42e8f1fe9f57  userns: move EXPORT_SYMBOL closer to current_in_userns
match  b16fa464200b  f7162dfc7eb8  ms: common object embedded into various struct ....ns
match  c124e2a7d19a  ec8f817643da  make mntns ->get()/->put()/->install()/->inum() work with &mnt_ns->ns
match  08878fc990e2  98e12d3a0bbb  netns: switch ->get()/->put()/->install()/->inum() to working with &net->ns
match  741f83b13c16  6700144a3146  switch the rest of proc_ns_operations to working with &...->ns
